Name,Gender,DOB,Salary,Purchased
Robert,Male,1976-04-26,83373.32,No
Tina,Female,2003-02-22,123218.34,Yes
Jared,Male,1967-08-10,138731.33,No
Jacqueline,Female,1967-06-30,111109.17,No
Kevin,Male,1989-07-05,140020.5,Yes
Sarah,Male,1993-05-27,128359.31,Yes
Alexis,Female,1962-04-11,67895.51,No
Melissa,Female,2002-03-18,66090.26,No
Amy,Male,1998-09-11,58768.38,No
Kara,Male,1989-07-25,74349.19,Yes
Kara,Male,1986-04-14,80270.25,No
Derrick,Male,1975-12-07,126484.05,Yes
Megan,Female,1987-10-03,65970.06,No
Chad,Male,1987-03-09,51563.15,Yes
Jeremy,Female,2000-05-30,41685.29,No
Nicole,Male,2003-02-08,86372.76,No
Karla,Male,2001-07-16,143049.05,No
Cassandra,Female,1980-12-28,,No
Daniel,Female,1998-07-08,40552.11,Yes
Brian,Female,1987-04-15,123396.26,Yes
Christopher,Male,1993-08-22,91893.12,No
Samantha,Male,1986-07-28,137156.87,Yes
Linda,Female,2002-07-26,131294.05,No
Lauren,Male,1982-06-26,30016.4,No
Anthony,Male,1972-03-10,82361.14,Yes
Robert,Male,2006-10-22,85571.32,No
William,Male,1975-04-09,100156.23,Yes
Richard,Male,1981-11-21,52225.08,No
Cynthia,Female,1985-08-16,141135.5,Yes
Travis,Female,1961-11-25,102229.01,No
Alicia,Female,1975-11-07,53705.2,No
Daniel,Male,1989-05-03,72722.23,No
Catherine,Male,1967-09-07,105788.46,Yes
Breanna,Male,1961-07-18,148735.56,Yes
Adam,Female,1997-04-28,103823.49,No
Amy,Female,1971-08-24,111141.04,No
Paul,Male,1983-10-22,83179.84,Yes
James,Male,1974-11-16,141173.56,No
Christine,Female,1976-04-28,79356.16,No
Amanda,Male,1960-10-18,53147.68,Yes
Katrina,Male,1990-01-09,107599.06,No
Theresa,Male,1974-04-28,142786.06,No
Jacob,Female,1992-01-19,32168.7,Yes
Dawn,Female,1992-07-01,68562.35,No
Ryan,Female,1977-11-29,34832.33,Yes
Amanda,Female,2002-10-04,108885.79,Yes
Rebecca,Female,1985-01-13,61381.16,Yes
Ashley,Female,1983-12-08,59459.99,No
Danielle,Female,2006-01-22,48878.05,No
David,Male,1983-10-06,145083.62,Yes
Margaret,Male,1986-09-24,116525.39,Yes
Jason,Female,1970-01-24,57566.03,Yes
Nicole,Male,1988-02-17,89451.43,No
Kathy,Female,1994-01-18,134963.38,Yes
Cameron,Male,1997-05-24,144159.13,Yes
Kaitlin,Female,1977-11-10,44672.08,Yes
Nicholas,Female,1992-08-25,76240.15,No
Calvin,Male,1973-07-28,109352.23,Yes
Melissa,Female,2003-01-07,143014.4,Yes
John,Male,1999-05-04,118354.94,Yes
Stephanie,Male,1995-05-13,110692.16,No
Laura,Male,1972-11-17,82215.23,Yes
Shannon,Female,1984-10-08,91722.28,Yes
John,Male,1962-10-01,82929.54,No
Jennifer,Male,1971-02-19,58982.66,Yes
Nicholas,Male,1977-07-28,65948.61,No
Jennifer,Female,1989-08-17,107168.11,No
Joshua,Male,1995-10-26,90294.58,No
Shari,Female,1959-07-17,86564.6,No
Kiara,Female,2000-03-12,84825.41,No
Ronald,Female,2003-05-29,54205.25,No
Keith,Male,2004-08-26,58510.72,Yes
Caroline,Female,1977-07-10,32515.36,Yes
Michelle,Female,1969-05-06,127462.32,No
Alan,Male,1990-11-10,115691.48,Yes
Crystal,Male,1976-11-22,76910.26,No
Marissa,Female,1981-09-03,86429.54,No
Angelica,Male,1996-03-08,119462.15,Yes
Daniel,Male,1985-11-03,100114.72,Yes
David,Male,1986-10-04,88959.28,Yes
Cathy,Female,1983-01-08,47364.7,Yes
Sylvia,Female,1981-02-13,44241.6,Yes
Deborah,Female,1976-08-07,30471.34,Yes
Erin,Male,1963-07-07,138020.76,No
Amy,Female,1995-08-12,147055.36,Yes
Tracy,Male,1983-03-04,41071.52,No
Amy,Female,2005-06-03,48766.82,Yes
Anthony,Male,1967-03-24,49561.86,No
Nicole,Female,1965-11-05,38243.21,Yes
Abigail,Male,1959-08-03,111075.78,Yes
Sonya,Female,1986-08-31,52481.16,No
Wendy,Female,1971-06-04,149424.87,Yes
Jonathan,Female,1996-11-13,41774.69,No
Mary,Female,1974-07-07,62708.64,No
Michael,Male,1986-10-01,119257.85,Yes
Ethan,Male,1996-12-21,115272.15,No
Katherine,Male,1991-02-23,63407.79,No
Chelsea,Female,1992-03-11,119325.96,Yes
Nathan,Male,1998-01-31,80170.05,No
Kathleen,Male,1991-09-07,69183.58,Yes
Franklin,Male,2005-07-27,37313.43,Yes
Kimberly,Female,1991-01-01,121216.46,No
Jimmy,Male,1972-07-28,,Yes
Robert,Male,1967-12-02,44614.91,Yes
Kurt,Male,1984-07-11,60781.07,Yes
Paul,Male,1965-08-08,48829.09,Yes
Frank,Male,1979-09-09,138181.97,No
Scott,Male,2002-01-31,47625.74,No
Bruce,Male,1978-04-26,121491.99,Yes
Jessica,Male,1997-11-30,148993.42,No
Brenda,Male,1973-02-04,124300.75,Yes
Kimberly,Male,1961-03-08,123555.15,No
Allen,Female,1976-11-15,45178.56,Yes
Eric,Male,1980-10-20,74382.05,No
Brandy,Female,1982-06-14,91456.48,Yes
Susan,Female,2001-03-08,134328.55,No
Lisa,Male,1982-04-22,75235.18,Yes
Joshua,Male,2004-02-07,131675.13,Yes
Ryan,Female,1983-06-24,40345.82,No
James,Male,1986-11-04,67723.01,Yes
Matthew,Female,1987-12-26,69643.19,No
David,Male,1961-08-23,41089.31,Yes
Natalie,Female,1981-06-01,101871.99,Yes
Christopher,Male,2005-01-20,147784.15,No
Angela,Male,1996-10-07,90045.95,No
Michelle,Female,1965-10-03,,Yes
Rebecca,Male,2006-09-04,129990.33,Yes
Darius,Female,2005-08-21,79391.93,No
Rebecca,Male,1997-04-22,,No
Joseph,Female,2005-11-16,55880.93,No
Rachel,Female,1965-10-16,70805.08,Yes
Megan,Male,2004-10-31,96380.93,Yes
Jill,Male,1994-12-11,84566.14,Yes
Kelly,Female,1991-02-05,103112.02,Yes
Brady,Male,1977-11-07,139559.92,Yes
Alisha,Female,1963-04-17,92909.01,No
Ashley,Male,2005-08-03,128898.95,No
Kaitlin,Female,1963-05-20,110034.2,Yes
Patrick,Female,1982-12-14,102485.76,Yes
Kayla,Female,1976-11-25,42738.65,Yes
Robert,Female,1977-05-15,125451.14,Yes
Daniel,Male,1961-08-27,34849.0,Yes
Stephanie,Male,1980-05-24,51961.67,Yes
Ellen,Female,1999-06-06,132310.29,Yes
Christopher,Male,1969-09-24,120585.65,Yes
Jessica,Male,1987-10-03,56200.79,No
Natasha,Female,1980-12-16,51935.36,Yes
Katie,Female,1967-10-01,136122.3,No
Dana,Male,1962-05-28,47891.11,Yes
Cody,Female,1973-05-12,124706.65,Yes
Courtney,Female,1962-09-26,128828.55,No
Jeffrey,Female,2004-12-26,48403.09,Yes
Anne,Female,1963-04-02,128449.72,No
James,Female,1982-05-14,52229.44,No
Adam,Male,1978-09-26,77010.16,No
Daniel,Male,1990-04-27,128795.99,No
Brandy,Male,2001-09-08,139665.32,No
Jane,Female,1971-09-08,110021.24,No
Mark,Female,1987-11-11,41622.5,No
Tiffany,Female,1991-09-24,84353.51,No
Lori,Male,2000-12-08,119207.77,Yes
Melissa,Male,1979-10-04,83798.63,No
Ann,Male,1982-02-27,32800.37,No
John,Male,1986-08-28,71668.27,Yes
Kaylee,Female,1999-12-02,142435.1,Yes
Robin,Male,1976-07-28,30920.58,Yes
Stephen,Male,1960-10-21,135730.27,Yes
Nicole,Female,1975-11-28,121230.64,No
Jacqueline,Male,2007-05-20,35615.71,No
Andrew,Female,1994-08-28,86018.01,Yes
Bryan,Female,1998-05-11,103103.69,Yes
Stephanie,Female,1971-01-08,81577.58,Yes
Eddie,Female,1961-03-12,110091.54,Yes
Jeffrey,Female,1989-12-01,113977.27,No
Richard,Female,2003-10-23,99923.86,No
Jose,Male,2004-07-19,106940.71,No
Kaitlin,Male,1998-03-21,76988.08,Yes
Joseph,Female,1981-05-12,112593.23,Yes
Frank,Male,1962-09-07,120876.15,No
Sean,Male,1960-08-10,67952.63,Yes
Angela,Male,1980-07-04,144807.88,No
Stephen,Male,1985-05-03,145074.64,No
Martin,Male,1990-07-01,94853.0,Yes
Matthew,Male,1984-08-30,48999.66,No
Kevin,Female,1978-09-14,83243.68,No
Christopher,Male,2004-12-03,64362.09,No
Ryan,Male,1992-06-14,122578.8,No
Anthony,Female,1996-05-31,56758.6,Yes
Richard,Male,1999-10-17,148786.58,Yes
Elizabeth,Female,1968-06-10,127377.72,Yes
Morgan,Female,1972-11-03,107688.64,No
David,Female,1970-01-28,41687.24,No
Kenneth,Female,1971-10-29,127029.48,Yes
Justin,Female,1975-10-02,146123.93,No
Isaac,Female,1963-07-11,149211.26,Yes
Sheila,Female,1990-04-15,36163.36,No
Tyler,Male,1996-09-15,135225.72,Yes
Lindsay,Female,1981-08-07,148798.45,No
Jennifer,Female,1976-08-14,48428.98,Yes
Dominic,Female,1991-11-27,143452.62,Yes
Robert,Female,1963-10-31,80378.85,Yes
David,Male,1962-01-24,38438.2,Yes
Karen,Female,1989-12-11,109253.24,Yes
Carrie,Male,1966-02-22,48353.14,No
Juan,Female,2003-11-01,95058.06,No
Douglas,Male,1974-10-08,117092.78,No
Jessica,Female,1970-10-28,130241.71,No
Vanessa,Female,1960-03-01,67106.81,No
Charles,Female,2006-02-27,105890.9,No
Robin,Female,1996-05-31,138645.95,Yes
Mark,Male,1981-02-19,62929.01,No
Jennifer,Female,1960-05-27,60576.33,No
Joseph,Male,1959-08-22,30890.62,No
Sarah,Male,1965-08-13,134522.85,No
Molly,Female,1964-10-09,44261.31,Yes
James,Male,1964-10-24,46731.59,Yes
Dakota,Female,2005-02-03,92612.31,No
Jennifer,Female,1965-09-21,60077.22,No
Timothy,Male,1991-03-06,56460.0,No
Jonathan,Female,1959-12-22,65958.61,No
Jennifer,Male,1978-12-23,61426.53,No
Shaun,Male,1996-01-13,76165.24,Yes
Michael,Male,1965-05-17,139724.84,Yes
David,Male,1976-01-26,115256.98,Yes
Tammie,Male,1975-05-28,96795.63,No
Aaron,Female,1984-04-05,148865.15,No
Andrea,Female,2000-09-08,119642.1,Yes
Nicole,Female,1962-01-25,110199.43,No
Michael,Male,2002-07-29,135012.58,Yes
Steven,Male,1993-08-04,89311.25,Yes
Nicholas,Male,1968-07-22,123075.82,Yes
Joseph,Female,1971-01-02,108175.59,No
Edward,Male,2000-11-11,,Yes
Tina,Male,1990-08-09,127987.87,No
James,Male,1964-07-16,75534.1,No
Tami,Male,1997-01-25,41277.67,No
Virginia,Male,1973-12-26,100152.51,No
Cynthia,Male,2002-01-23,77657.1,No
Kristie,Female,1998-03-25,103518.7,No
Megan,Female,1993-11-12,122335.49,No
Jill,Female,1968-02-28,115913.83,No
Timothy,Male,1966-04-05,97777.33,Yes
Sandra,Female,1973-01-13,138165.01,No
Peggy,Male,1989-08-24,84877.97,No
Erin,Female,2005-07-25,96654.95,Yes
Randy,Male,1989-03-10,89456.14,No
Nicole,Female,1995-07-09,38183.41,Yes
Stacey,Male,2002-04-01,117910.25,No
Robert,Female,1979-06-26,104792.99,Yes
Alexander,Male,1994-03-30,41723.35,No
Samuel,Male,1996-06-11,147803.81,No
Jennifer,Female,1990-09-11,83700.02,Yes
Ethan,Male,1960-07-24,140763.43,Yes
Lisa,Male,1988-11-20,101901.05,No
Tanya,Male,1977-04-18,120584.0,No
Regina,Female,1986-11-08,88318.8,No
Cassandra,Male,1963-01-31,87580.09,Yes
Don,Male,1986-01-04,80985.77,Yes
Julian,Male,1997-07-19,31715.52,Yes
Angela,Female,1960-10-10,146755.89,Yes
Daniel,Female,1975-04-04,71441.38,No
Justin,Male,1967-10-13,73190.5,Yes
Alyssa,Female,2001-11-23,54306.39,No
Jason,Male,1979-09-13,148231.24,No
Sarah,Female,2000-07-10,50489.81,Yes
Timothy,Male,1990-02-27,129954.1,No
Kathy,Female,1998-12-30,92434.57,No
Miguel,Female,1963-02-13,130829.07,Yes
Jessica,Male,1974-01-07,52521.86,No
Nancy,Male,1979-01-14,87937.97,No
Stephen,Male,2005-02-04,60692.41,No
Heather,Male,1963-10-22,70790.57,No
Carrie,Male,1971-10-16,119069.33,No
David,Male,1986-05-19,119384.47,Yes
Logan,Female,1996-03-08,69486.2,Yes
Thomas,Female,1978-10-22,70146.87,Yes
Michele,Female,1998-01-25,68146.23,No
Adam,Female,1990-01-18,45641.61,Yes
Teresa,Female,1968-11-03,100187.26,No
Courtney,Male,1965-06-19,100410.37,Yes
Stephen,Male,1963-08-08,89949.26,Yes
Tina,Female,1998-06-19,112447.67,No
Debbie,Female,1997-04-13,66062.23,Yes
Ryan,Male,2006-06-26,134969.25,No
Sarah,Male,1968-06-17,78409.67,Yes
Paul,Male,1975-04-13,114345.86,No
Amber,Female,1979-07-22,134599.56,Yes
Amanda,Male,1969-07-12,31873.77,No
Mitchell,Male,2004-12-11,92412.54,Yes
David,Female,1982-09-08,147661.69,No
Kelly,Male,1983-12-10,101675.77,Yes
Nicole,Male,1977-03-13,88738.97,No
Melanie,Female,1963-07-27,138262.06,No
Jessica,Female,1983-01-30,104629.29,Yes
Amber,Female,1979-07-31,144888.56,No
David,Male,1964-04-13,98942.77,No
Veronica,Male,1964-12-09,119658.99,No
Kenneth,Female,1960-06-15,132572.16,No
Robert,Male,1962-12-01,37328.47,No
Michael,Female,1985-07-18,120954.29,No
Elizabeth,Female,1965-05-31,123175.63,No
Michael,Male,1967-09-13,64169.5,Yes
April,Female,1988-11-20,82360.54,No
Dillon,Male,2006-10-09,79965.96,Yes
Heather,Female,1973-03-30,100156.16,Yes
Debra,Male,1988-11-21,48206.82,No
Thomas,Male,1981-08-22,,No
Laura,Female,1974-09-06,55297.37,No
Timothy,Male,1966-10-19,42958.94,No
Stephanie,Male,1971-10-12,46348.97,Yes
Erica,Male,1981-04-14,76948.95,Yes
Steven,Female,1972-12-14,90917.14,No
Jessica,Male,1991-08-29,143901.43,Yes
Rebecca,Female,1964-03-27,115134.43,Yes
James,Female,1983-12-04,104013.48,No
Kevin,Male,1965-11-17,57024.24,No
Ann,Male,1988-10-03,38739.3,No
Jaime,Male,1993-07-09,112362.62,Yes
David,Male,1993-01-09,138518.24,No
James,Female,1990-10-28,148067.11,No
Patrick,Female,1963-02-10,124404.36,Yes
Courtney,Female,1973-10-07,46029.96,No
Paul,Male,1975-05-23,72153.04,No
Jessica,Female,1967-04-27,54402.39,Yes
Samuel,Male,1980-10-14,101140.43,No
Brenda,Female,1984-08-08,119401.4,Yes
John,Male,1982-02-19,133626.28,Yes
Heather,Female,1963-07-07,91803.3,No
Blake,Female,1968-01-19,117166.53,Yes
Adam,Female,1974-06-27,72516.32,Yes
Monica,Male,1973-01-30,33469.15,Yes
Tiffany,Male,1964-07-29,88885.95,Yes
Luis,Male,1964-10-02,132707.53,No
John,Male,1966-01-31,91814.95,No
Rachel,Female,1971-06-24,99108.33,Yes
Natalie,Male,1968-01-31,48986.13,Yes
Nancy,Male,1995-03-03,105068.86,Yes
Tara,Male,1982-04-30,40196.81,No
Jeffrey,Female,2005-03-13,130369.84,Yes
Jasmine,Female,1968-10-11,142827.44,Yes
Kimberly,Female,2004-11-30,52002.8,No
Micheal,Female,1960-02-13,102059.64,No
Michael,Female,1980-06-17,61450.83,No
Shannon,Female,1976-11-19,71050.57,Yes
Michael,Female,1995-08-17,38785.51,Yes
Cheryl,Female,1966-05-01,82197.47,No
Marcus,Female,2006-10-28,139382.8,No
James,Male,1983-11-14,103830.87,No
Lee,Female,1977-10-25,75708.9,No
Jennifer,Male,1960-05-29,57239.03,Yes
Ann,Male,1977-06-28,56391.84,No
Benjamin,Male,1990-12-13,41188.3,Yes
Kevin,Male,1995-04-18,123432.39,No
Sarah,Female,1966-01-28,131042.82,Yes
Jamie,Male,1968-04-21,79009.19,Yes
Charles,Female,1987-10-16,85964.0,Yes
Tina,Female,1979-03-04,47308.01,No
Makayla,Male,1966-01-10,114593.03,Yes
Robert,Male,1997-03-18,91947.11,Yes
Timothy,Male,1978-03-06,40422.29,Yes
Cheryl,Female,2001-11-10,130070.41,Yes
Sara,Male,2003-07-21,142757.21,No
Carolyn,Male,1963-09-18,138063.83,No
Amanda,Female,1974-03-30,62068.37,No
Jeffrey,Female,1979-01-19,97042.71,No
Robin,Male,1982-11-22,114641.15,Yes
Cindy,Female,1992-08-16,88525.78,No
Albert,Male,1987-06-12,133776.37,No
Debra,Male,1991-03-24,100985.18,No
Alicia,Female,1961-01-29,100775.86,No
Lisa,Male,1963-04-24,127715.62,No
Brenda,Male,1961-01-28,90479.46,No
Traci,Female,2005-12-20,149124.27,No
Michael,Female,1983-01-25,138218.05,No
Michael,Female,1978-06-12,104044.2,Yes
Paul,Male,1962-01-31,54811.37,No
William,Male,1978-06-06,50946.3,Yes
Erika,Female,1989-06-12,96117.96,No
Kayla,Female,1981-04-28,79530.36,No
Jeffrey,Female,2004-12-18,41108.67,Yes
Carolyn,Male,1978-08-04,39972.28,Yes
Sydney,Female,1987-08-25,45735.37,Yes
Veronica,Male,1991-01-18,91099.44,No
Kelly,Male,2000-02-11,74426.88,Yes
Linda,Male,1980-01-07,73167.42,No
Beth,Male,1995-07-27,117442.24,No
Tyler,Female,1992-01-25,147496.62,Yes
Douglas,Male,1991-05-23,67346.03,Yes
Michelle,Female,1970-03-31,88278.86,No
Benjamin,Female,1963-05-30,145130.1,Yes
Kelly,Female,2006-10-12,87483.17,Yes
Kendra,Female,1996-01-31,98559.76,Yes
Andrew,Female,1960-01-21,32844.15,No
Justin,Male,1984-07-19,146940.98,Yes
Rachel,Male,1976-04-02,131826.17,No
Michael,Male,1960-10-30,102319.06,Yes
Rachel,Female,1971-01-14,98196.54,No
Andrew,Male,1978-08-30,90842.46,No
Benjamin,Female,1964-11-13,103777.67,Yes
Diane,Male,1985-03-27,90459.56,Yes
Lauren,Male,1991-03-29,66556.79,No
Gregory,Male,2001-05-28,30414.5,No
John,Male,1963-06-29,92541.77,Yes
Carla,Male,1988-03-13,139967.46,Yes
Sandra,Male,1982-11-29,118450.27,No
Patrick,Female,1973-07-26,146405.28,No
Ronald,Male,1972-09-04,62321.06,Yes
Jason,Female,1992-01-16,42766.56,No
Brendan,Male,1973-01-09,71304.75,No
Justin,Female,1990-03-16,35186.41,No
Melissa,Female,1960-10-25,67541.13,Yes
Fernando,Female,1974-09-11,140404.31,No
Nicholas,Male,1975-06-25,33419.91,Yes
Jack,Female,1964-03-07,82874.04,Yes
Janet,Female,1992-11-03,122128.78,No
Melissa,Male,1988-04-27,33938.17,Yes
Rebecca,Female,1974-11-08,147118.53,No
Rachel,Female,1979-07-23,40363.33,Yes
Haley,Female,1996-11-05,83466.98,No
Daniel,Male,1966-04-19,115319.56,No
Andrea,Female,1962-07-13,32785.55,No
Monique,Female,2001-05-16,79254.02,No
Manuel,Female,1962-02-03,80165.54,Yes
Terri,Male,1981-07-04,61338.78,Yes
Kyle,Female,1967-04-02,87298.05,No
Nicole,Male,1984-01-21,146261.83,Yes
Brian,Female,2006-02-23,91640.91,Yes
Robert,Male,1961-09-03,32407.84,Yes
Kayla,Male,1991-06-18,32067.35,Yes
James,Female,1990-01-26,114722.46,Yes
Christopher,Male,1985-10-17,90240.82,No
Jordan,Male,1996-02-14,39740.41,No
Tyrone,Male,1996-08-09,127080.89,Yes
Stephen,Female,1978-10-24,86626.94,Yes
Jeffery,Male,1981-12-02,122190.93,Yes
William,Male,1962-05-03,148527.49,Yes
James,Female,1970-08-11,34538.99,No
Brooke,Female,1972-06-28,101472.97,Yes
Andrea,Male,1969-05-18,54632.13,Yes
Jennifer,Male,1999-11-13,59770.31,No
Benjamin,Female,2001-06-30,118911.33,No
Jason,Female,1968-07-04,79717.52,Yes
Amanda,Female,1979-10-03,140050.59,Yes
Mark,Female,1967-01-06,60935.83,Yes
Andrea,Male,1990-09-28,129126.98,Yes
Patricia,Female,1989-12-17,84118.76,Yes
Eduardo,Female,1967-12-25,105900.62,No
Nicole,Male,2003-03-05,39183.08,Yes
Jason,Female,2001-09-23,82304.61,Yes
Brianna,Male,1982-07-24,98166.81,No
Patricia,Female,2001-08-11,95140.46,No
Matthew,Male,1977-10-01,78930.85,Yes
Hunter,Female,1983-05-04,73387.0,Yes
Evan,Male,1977-05-22,60064.78,Yes
Christina,Female,2005-11-13,34828.29,Yes
Michael,Female,1978-08-02,47693.98,Yes
Jeffery,Female,1983-03-21,66412.86,Yes
Charles,Male,1990-12-02,76718.59,No
Michael,Female,1963-10-15,34648.83,Yes
Maria,Male,1976-05-22,30217.27,Yes
Rachel,Female,1993-05-30,136612.11,No
Nicole,Male,1981-07-22,111027.99,Yes
Frank,Female,1979-09-17,135042.39,No
Todd,Female,2007-03-07,84394.09,No
Michael,Female,1982-04-05,62600.36,No
Elizabeth,Male,1999-02-13,117425.58,Yes
Morgan,Male,1987-03-02,66405.93,Yes
Andrew,Male,1981-04-16,101824.24,Yes
Brittany,Female,1977-08-04,113056.24,Yes
Joseph,Male,1996-07-29,72679.45,Yes
John,Female,1976-02-28,43341.37,No
Misty,Female,1975-06-26,120810.7,Yes
Rhonda,Female,1960-02-25,70771.41,No
Paul,Female,1997-11-12,61902.59,No
James,Male,1980-06-22,100037.02,No
David,Female,1966-06-21,74545.66,No
Pamela,Male,1994-11-07,94014.87,Yes
David,Male,1986-03-11,140116.88,Yes
Tammy,Male,1986-11-10,148817.3,No
Amy,Female,1973-08-29,85331.77,No
Cindy,Male,2004-07-01,62121.29,Yes
Brian,Female,2000-03-10,69970.4,No
Melissa,Female,1966-01-15,58591.97,Yes
Victor,Female,1996-11-15,52029.9,Yes
Autumn,Female,2006-02-20,78595.94,No
Donna,Female,1962-09-30,42593.13,Yes
Casey,Male,1995-10-22,79532.23,No
George,Female,1988-11-09,109342.05,Yes
Mariah,Female,1987-05-04,51109.92,Yes
Julia,Female,1999-03-03,43868.35,Yes
Angela,Male,1987-08-02,34061.5,No
Andrew,Female,1977-02-03,35352.01,Yes
Christopher,Male,1983-04-23,35331.01,Yes
Austin,Female,1967-10-29,47313.96,Yes
Raymond,Male,2003-11-16,111455.36,Yes
Scott,Female,1995-05-30,48747.16,Yes
David,Female,1986-05-29,34356.83,Yes
Rebecca,Male,1994-03-19,46450.3,No
Kimberly,Male,1971-08-20,121449.86,No
Luke,Female,2003-06-16,100278.75,Yes
Elizabeth,Female,1985-06-03,38737.84,Yes
Scott,Male,2004-11-28,133127.25,No
Joseph,Male,1989-10-27,134212.13,Yes
Savannah,Male,1967-04-01,144123.09,No
Kimberly,Female,1981-10-15,80077.77,Yes
Leslie,Male,1995-10-20,149025.26,No
Julie,Male,2002-06-01,128605.19,Yes
Marissa,Female,1978-10-16,53726.5,No
Holly,Female,1960-01-08,39476.36,Yes
Zachary,Female,1991-02-09,58629.68,Yes
Samuel,Female,1968-04-02,115161.63,Yes
Mallory,Male,2002-11-23,50301.74,Yes
Megan,Female,2000-05-12,125613.72,Yes
Antonio,Male,1996-04-24,75285.9,Yes
Rachel,Female,1988-08-20,129153.68,Yes
Melissa,Male,2005-01-22,122984.1,No
John,Male,1968-10-08,113009.14,Yes
Mary,Female,1972-08-17,113012.75,Yes
Jose,Female,1977-12-08,72280.72,No
Sarah,Female,1965-02-11,46225.84,Yes
Adam,Male,2006-02-22,39010.91,Yes
Linda,Male,1983-05-18,123933.87,Yes
Jeremy,Female,1973-12-27,98074.7,No
Manuel,Male,1966-09-19,130286.69,No
Jesus,Female,1979-05-27,,Yes
Andrew,Female,1960-08-15,144000.83,No
Amanda,Male,1974-05-04,146831.58,Yes
Christina,Male,1983-10-31,103240.52,No
Michael,Female,1967-03-19,44667.87,No
Robert,Female,1969-06-01,96221.08,Yes
Devon,Female,1986-05-13,137701.01,Yes
Stephen,Male,1983-11-20,48522.74,Yes
Brian,Male,1972-05-23,148656.0,Yes
Donald,Female,1979-11-28,66441.51,Yes
Christopher,Male,1983-06-11,45182.24,Yes
Christopher,Female,2006-09-03,82769.29,Yes
Tamara,Female,1967-03-31,52380.93,No
Joshua,Male,1990-10-12,55823.19,Yes
Edward,Female,1967-03-12,93889.08,Yes
Melvin,Female,1964-03-23,120906.91,Yes
Nicole,Female,1981-04-20,118726.64,No
Justin,Male,2000-02-22,64643.41,Yes
Michele,Female,1968-04-05,102332.16,Yes
Richard,Female,2006-01-30,146388.11,No
Daniel,Male,1959-06-26,62975.26,No
Kathy,Male,1961-10-07,104448.38,Yes
Travis,Male,1999-12-04,91591.31,No
Jason,Female,1993-12-28,38433.59,Yes
Rose,Female,1968-03-04,111781.24,Yes
Crystal,Male,2005-06-27,83295.47,No
Kimberly,Female,2001-11-28,98343.18,Yes
Kevin,Male,1975-09-23,117034.31,No
Gabriel,Male,2004-11-19,82157.39,Yes
Hannah,Female,1980-11-08,72715.03,No
Annette,Female,1979-08-06,35554.77,No
Clarence,Female,1960-11-06,57786.03,No
Amanda,Female,2006-07-08,77018.26,No
Dawn,Female,1986-05-17,142375.81,No
Louis,Male,1985-10-01,129711.26,Yes
David,Male,1962-10-16,145754.77,Yes
Donna,Female,1995-02-25,86049.23,No
Grant,Female,1995-07-08,47145.88,No
Richard,Male,2004-01-25,74315.05,No
Lynn,Male,1994-07-15,79210.39,Yes
Tara,Male,1995-03-28,94588.01,Yes
Kyle,Male,1994-03-27,121147.62,No
Adam,Male,1969-02-05,130609.81,No
Willie,Female,2001-08-25,120073.32,Yes
Rebecca,Male,1981-03-26,143023.4,No
Meghan,Female,1966-03-24,51286.36,No
Robin,Male,1989-12-28,55413.11,No
Dustin,Female,1964-03-03,113500.82,Yes
Rachel,Female,1985-03-12,122761.19,No
Darius,Male,1990-05-08,83560.83,Yes
Shawn,Male,1983-12-06,73889.78,No
Joshua,Male,1990-08-04,37626.32,No
Edward,Female,1987-09-07,99651.94,No
Matthew,Female,1997-06-27,97356.47,Yes
Terri,Female,1988-08-17,106896.98,No
Holly,Male,1987-12-18,44952.84,No
Nicholas,Male,1975-06-29,117955.96,Yes
John,Female,1967-08-03,45982.31,Yes
Jennifer,Female,1982-01-02,108193.95,Yes
Linda,Male,1967-11-14,37050.38,No
Stephanie,Female,1975-01-06,42500.06,Yes
Jennifer,Male,2001-04-02,72097.12,Yes
Aaron,Male,1977-09-19,,No
Zachary,Male,1988-04-19,50673.26,Yes
Elizabeth,Female,1964-10-22,51605.16,Yes
Elizabeth,Female,1993-02-22,130081.34,Yes
Sarah,Female,1986-09-17,125339.46,No
Timothy,Male,1996-05-10,73660.65,Yes
David,Female,1986-05-04,60573.13,No
Lisa,Female,1996-09-23,120974.89,Yes
Krista,Male,1986-11-16,122972.36,Yes
Jason,Female,1963-12-09,110631.4,No
Juan,Male,1971-08-29,38249.91,No
Andrew,Female,1985-05-17,91582.21,No
Melissa,Male,1971-07-03,132331.3,Yes
Danielle,Male,1997-12-07,41430.06,No
Charles,Female,1997-04-19,36963.32,No
Elizabeth,Female,1991-01-07,49816.15,No
Edgar,Male,1974-10-17,55047.28,Yes
Katherine,Male,1996-05-08,88670.4,No
Justin,Female,1968-07-19,134613.97,No
Megan,Female,1990-08-29,147526.86,Yes
Joseph,Female,1990-09-22,117739.81,No
Stacey,Male,1965-11-22,53784.62,Yes
Carlos,Female,1978-07-05,75350.71,No
Christopher,Male,1991-10-11,53618.22,Yes
Jasmine,Female,1973-02-16,119876.32,Yes
Melinda,Male,1983-07-19,49686.46,No
Amanda,Female,1987-01-19,103875.93,No
Kathryn,Male,1974-03-03,30215.59,Yes
Cynthia,Male,2000-06-01,63179.18,No
Donna,Female,1970-06-30,135390.35,Yes
Dean,Male,2006-04-09,148200.33,Yes
Megan,Male,1969-07-02,82184.53,Yes
